shots_total,duels_won_perc,dribble_success_rate,shots_on,target_shot_conversion_perc,penalty_won,cards_yellow,dribbles_past,penalty_commited,duels_won,tackles_blocks,duels_total,fouls_committed,passes_accurate,passes_total,passes_key,games_rating,fouls_drawn,tackles_interceptions,pass_accuracy_perc
12.080459770114992,55.39956186430864,73.97234658314498,6.075862068965517,84.32140424496717,0.17088122605363976,1.5785440613026755,7.430651340996146,0.09808429118774067,48.36551724137938,2.085057471264366,94.33563218390813,10.58467432950193,510.01302681992144,582.0812260536436,12.721839080459834,7.054602002722692,10.962452107279686,8.17394636015327,85.39742386539622
9.65572519083969,53.82634218146374,75.00054699225318,4.749618320610673,88.87309160305436,0.14083969465648824,2.039694656488553,8.40687022900763,0.13435114503816797,51.387404580152726,3.050381679389316,102.65458015267183,12.33931297709923,319.570610687022,394.0908396946555,9.588549618320615,6.8846556604972635,11.737404580152658,9.56335877862596,79.38936321642353
6.987927565392388,52.30570018911788,73.72195474843805,3.605633802816889,92.59593273929254,0.14889336016096513,2.5663983903420426,9.73541247484907,0.20221327967806968,49.75653923541247,4.36921529175051,103.58953722334009,13.550301810865196,150.6730382293752,217.32394366197533,6.283702213279714,6.7810872829383895,10.532193158953714,10.45674044265595,69.19621403951163
13.61949685534592,56.29490456228468,73.51608881721752,7.191823899371055,70.67260656883302,0.15723270440251588,1.0597484276729556,6.575471698113214,0.05974842767295663,44.94968553459119,1.5503144654087957,86.53144654088058,8.528301886792441,703.1698113207567,772.3742138364798,14.795597484276687,7.2495966638183615,9.427672955974836,6.641509433962273,89.16837051015452
8.660815047021943,53.36565787487302,74.40714648817537,3.4752351097178544,8.364681295716935,0.038244514106580974,2.0326018808777415,8.400000000000002,0.13040752351097182,50.831974921630085,2.8394984326018786,102.22695924764898,12.090909090909097,348.86583072100336,424.14545454545475,8.957993730407509,6.769673650247964,11.93542319749215,9.324137931034484,80.34288912876278
6.956457564575695,52.724941922500996,74.93520523215174,2.7335793357933666,6.812628126282277,0.031734317343172044,2.077490774907747,9.09077490774906,0.1704797047970486,50.306273062730625,3.6154981549815353,103.03468634686354,12.793357933579319,232.70553505535173,305.3291512915157,6.947601476014805,6.697549799831165,11.191881918819188,10.081918819188202,75.06965350123188
9.013502779984107,53.28259199526097,74.10392463354825,4.488482922954726,89.09948371723678,0.14733915806195266,2.1945988880063476,8.815726767275592,0.15528196981731607,51.2216044479746,3.5071485305798333,103.59650516282773,12.828435266084202,264.92335186655964,338.4884829229582,8.729150119142139,6.865161086441164,11.41620333598094,10.026608419380473,76.9174042004073
9.325434439178515,53.59121104599755,74.40135546290571,3.699052132701409,7.169672634720932,0.03791469194312708,1.9360189573459718,7.97946287519748,0.13033175355450227,50.33254344391785,2.45023696682463,100.66034755134281,11.763033175355456,412.78988941548266,488.693522906794,9.85150078988942,6.806525541297287,11.642180094786722,8.695892575039506,82.28704211866253
8.14718614718618,53.02682129417767,74.81257221058661,3.304267161410003,8.51594173022859,0.027210884353739195,2.032158317872603,8.76004947433518,0.14656771799628932,50.39888682745825,3.201607915893622,102.31787260358695,12.410018552875687,290.4873222016085,363.98392084106416,8.191094619666018,6.734783032538135,11.517625231910937,9.752628324056902,78.24274349901276
11.274479959411513,54.647099040169266,74.25415041672234,5.569254185692545,86.12322727162947,0.15677321156773127,1.8148148148148115,7.714358193810228,0.13089802130898084,49.33333333333333,2.416032470826985,97.1400304414004,11.432267884322666,439.03703703703604,512.0045662100491,11.624048706240547,6.984506673142518,11.377980720446475,8.573820395738217,83.57703167413572
6.076149425287393,52.65865231522795,75.67171588208893,2.4094827586206757,8.236350574712546,0.04454022988505785,2.251436781609199,9.356321839080461,0.1609195402298851,48.620689655172406,4.254310344827572,100.89511494252872,12.637931034482765,163.11781609195637,230.18247126437012,5.675287356321849,6.674661356363942,10.333333333333329,10.142241379310352,70.62096606467671
10.475507765830336,54.13501641977624,74.14097869316336,4.231780167264038,10.348893440291441,0.05495818399044253,1.9318996415770604,7.821983273596185,0.10155316606929572,50.77419354838709,2.183990442054944,100.48387096774192,11.321385902031066,486.6057347670273,563.8590203106354,11.24731182795695,6.874311310951096,11.523297491039429,8.229390681003595,84.02609889464318
12.584245076586475,55.844698029560874,74.23518638403824,6.17286652078773,64.61068563092643,0.15754923413566752,1.4179431072209994,7.07439824945293,0.08862144420131424,47.76039387308535,1.835886214442004,92.50765864332612,9.838074398249468,590.0339168490132,661.8336980306383,13.614879649890645,7.10499773242911,10.336980306345724,7.901531728665221,87.019600065391
10.408837579617874,54.14249478121152,74.78136986653418,5.112261146496801,87.70722121120289,0.15485668789808754,1.8769904458598738,7.993630573248403,0.1429140127388534,50.23248407643312,2.6449044585987123,99.83837579617843,11.976910828025485,376.88335987261235,450.2432324840771,10.500000000000021,6.93225410267427,11.606687898089161,9.137340764331215,81.67812206848207
8.065488565488607,52.82550608692677,74.84797628513287,4.085758835758824,89.81202356202422,0.15904365904365914,2.244282744282736,9.029106029106007,0.16372141372141444,51.18035343035342,3.865384615384638,104.675155925156,13.050935550935572,210.98284823284533,282.72920997921403,7.655405405405458,6.832290898560695,11.368503118503119,10.364345114345127,73.87016910441683
